region_id,boundary_name,boundary_parent,adm1_gid,source_region_name,parent_name,score,method,needs_review,decision
IND2-d910ed35c3,Papum Pare,Arunachal Pradesh,Z07.3_1,Arunachal Pradesh,India,100.0,gid_disputed,True,"accept: GADM disputed-territory code, same admin unit as DOSE"
IND2-df9cc8f8da,Uttarkashi,Uttarakhand,Z09.35_1,Uttarakhand,India,100.0,gid_disputed,True,"accept: GADM disputed-territory code, same admin unit as DOSE"
IND2-e37637168c,Reasi,Jammu and Kashmir,Z01.14_1,Jammu & Kashmir,India,100.0,gid_disputed,True,"accept: GADM disputed-territory code, same admin unit as DOSE"
IND2-e7154b2569,Kishtwar,Jammu and Kashmir,Z01.14_1,Jammu & Kashmir,India,100.0,gid_disputed,True,"accept: GADM disputed-territory code, same admin unit as DOSE"
IND2-ea06971aad,Poonch,Jammu and Kashmir,Z01.14_1,Jammu & Kashmir,India,100.0,gid_disputed,True,"accept: GADM disputed-territory code, same admin unit as DOSE"
IND2-ea342c2e2c,Leh (Ladakh),Jammu and Kashmir,Z01.14_1,Jammu & Kashmir,India,100.0,gid_disputed,True,"accept: GADM disputed-territory code, same admin unit as DOSE"
IND2-f87e39a39c,Kinnaur,Himachal Pradesh,Z04.13_1,Himachal Pradesh,India,100.0,gid_disputed,True,"accept: GADM disputed-territory code, same admin unit as DOSE"
IND2-fd95c420a6,Doda,Jammu and Kashmir,Z01.14_1,Jammu & Kashmir,India,100.0,gid_disputed,True,"accept: GADM disputed-territory code, same admin unit as DOSE"
IND2-0074671079,Panchkula,Haryana,IND.12_1,Haryana,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-008c0d9a40,Chitrakoot,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-00a5c583c7,Ramgarh,Jharkhand,IND.15_1,Jharkhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-00cb7186be,Kendrapara,Odisha,IND.26_1,Odisha,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-013d2c4635,East Garo Hills,Meghalaya,IND.22_1,Meghalaya,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0146b458ff,Dehradun,Uttarakhand,IND.35_1,Uttarakhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-026b6c1e4f,Chandrapur,Maharashtra,IND.20_1,Maharashtra,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-02b2619169,Sambalpur,Odisha,IND.26_1,Odisha,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-031d27a108,Ri Bhoi,Meghalaya,IND.22_1,Meghalaya,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-032a8056d1,South West Khasi Hills,Meghalaya,IND.22_1,Meghalaya,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-035006b372,Yadgir,Karnataka,IND.16_1,Karnataka,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-036add7c8a,Kottayam,Kerala,IND.17_1,Kerala,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-03cfeeb46f,Hamirpur,Himachal Pradesh,IND.13_1,Himachal Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-040294d5b2,Sirsa,Haryana,IND.12_1,Haryana,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-04308cece4,Wokha,Nagaland,IND.24_1,Nagaland,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-04e8900c6a,Karur,Tamil Nadu,IND.31_1,Tamil Nadu,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-055b35296d,Jhajjar,Haryana,IND.12_1,Haryana,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-05a095e8e8,Bijapur,Karnataka,IND.16_1,Karnataka,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-06016d98f8,Solan,Himachal Pradesh,IND.13_1,Himachal Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-060cff3d58,Hyderabad,Telangana,IND.32_1,Telangana,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-072c15efa3,Balangir,Odisha,IND.26_1,Odisha,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-07baa42d67,Anuppur,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-07d54a018c,Vaishali,Bihar,IND.5_1,Bihar,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-07f80d2943,Sikar,Rajasthan,IND.29_1,Rajasthan,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-09c66a4375,Nayagarh,Odisha,IND.26_1,Odisha,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0a18ed5706,Kachchh,Gujarat,IND.11_1,Gujarat,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0a3c8bdad5,Botad,Gujarat,IND.11_1,Gujarat,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0aa9d19bf3,Ratlam,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0ba00c1e28,Bankura,West Bengal,IND.36_1,West Bengal,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0bb3ea5fd9,Amritsar,Punjab,IND.28_1,Punjab,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0c2acfad0a,Krishnagiri,Tamil Nadu,IND.31_1,Tamil Nadu,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0cbcc33626,Kokrajhar,Assam,IND.4_1,Assam,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0cc9bc50a7,Karimnagar,Telangana,IND.32_1,Telangana,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0d607751b6,Bellary,Karnataka,IND.16_1,Karnataka,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0da2b848cc,Balaghat,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0dc4e7ea1d,Narmada,Gujarat,IND.11_1,Gujarat,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0df47c805e,Champawat,Uttarakhand,IND.35_1,Uttarakhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0f1b0db438,Yamunanagar,Haryana,IND.12_1,Haryana,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-0ffe651712,Kiphire,Nagaland,IND.24_1,Nagaland,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1070c08b06,Fatehpur,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-10ae66b59b,Bageshwar,Uttarakhand,IND.35_1,Uttarakhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-10b0782858,Hazaribagh,Jharkhand,IND.15_1,Jharkhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-11ba23beea,Kanpur Dehat,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-122b96c12d,North Tripura,Tripura,IND.33_1,Tripura,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-12a53a9488,Madhubani,Bihar,IND.5_1,Bihar,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-12dee89972,Mandsaur,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-12e31c6234,Rae Bareli,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1383142bb4,Junagadh,Gujarat,IND.11_1,Gujarat,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-138dd05bf0,Senapati,Manipur,IND.21_1,Manipur,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1391b59d92,Gurdaspur,Punjab,IND.28_1,Punjab,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-13b7c4ac95,Kapurthala,Punjab,IND.28_1,Punjab,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-13f4d10f28,Kamrup Metropolitan,Assam,IND.4_1,Assam,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-145e9ba493,Uttara Kannada,Karnataka,IND.16_1,Karnataka,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-145f0aefe7,Sant Kabir Nagar,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-14dd3f9e4f,Madurai,Tamil Nadu,IND.31_1,Tamil Nadu,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-15ca8a6954,Ambedkar Nagar,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1679f86c5c,East Nimar,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1679fe4772,Darbhanga,Bihar,IND.5_1,Bihar,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-16bc6a7aad,Maharajganj,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1710129d86,Kullu,Himachal Pradesh,IND.13_1,Himachal Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-17ba4c71bc,Lohardaga,Jharkhand,IND.15_1,Jharkhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-17ec227eb2,Nagappattinam,Tamil Nadu,IND.31_1,Tamil Nadu,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1815abe18c,Coimbatore,Tamil Nadu,IND.31_1,Tamil Nadu,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1868630f86,Jabalpur,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-18dbb012c7,Surendranagar,Gujarat,IND.11_1,Gujarat,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-196f5b8893,Unokoti,Tripura,IND.33_1,Tripura,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1af515d814,Kamrup,Assam,IND.4_1,Assam,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1b16dd9f4d,Anjaw,Arunachal Pradesh,IND.3_1,Arunachal Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1b47af4e32,Hathras,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1b5e822ed6,Alipurduar,West Bengal,IND.36_1,West Bengal,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1bff933cf9,Harda,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1c97935f99,Solapur,Maharashtra,IND.20_1,Maharashtra,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1cad65bd6c,Bijapur,Chhattisgarh,IND.7_1,Chattisgarh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1cbfab2252,Ganganagar,Rajasthan,IND.29_1,Rajasthan,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1cca3fc5b1,Rewa,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1d3f267fcc,Gonda,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1db25abb1b,Shahid Bhagat Singh Nagar,Punjab,IND.28_1,Punjab,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1db96d1e94,Thiruvananthapuram,Kerala,IND.17_1,Kerala,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1f112aa8a0,Damoh,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1f2438f58f,Sonitpur,Assam,IND.4_1,Assam,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1f5283d894,Dhar,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1f797a1788,Chhindwara,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-1fab2cd380,Rudraprayag,Uttarakhand,IND.35_1,Uttarakhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-202bbad3bb,Bongaigaon,Assam,IND.4_1,Assam,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-21261db551,Yanam,Puducherry,IND.27_1,Puducherry,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-217118ea43,Mokokchung,Nagaland,IND.24_1,Nagaland,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-22483bf5be,Palghar,Maharashtra,IND.20_1,Maharashtra,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-226a997023,Sahibganj,Jharkhand,IND.15_1,Jharkhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-22af582cf8,Shahdol,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-22fd78d8ea,Mahbubnagar,Telangana,IND.32_1,Telangana,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2315eb6dee,Malkangiri,Odisha,IND.26_1,Odisha,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2331b81cf5,Murshidabad,West Bengal,IND.36_1,West Bengal,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2403819b4e,Hapur,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-245ad1653a,Bathinda,Punjab,IND.28_1,Punjab,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-24a455e71f,Udham Singh Nagar,Uttarakhand,IND.35_1,Uttarakhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-24ae2f2b4d,Jalandhar,Punjab,IND.28_1,Punjab,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-24fce59b0c,Amreli,Gujarat,IND.11_1,Gujarat,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-25cdae6320,Valsad,Gujarat,IND.11_1,Gujarat,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-261c7fdbc3,Bauda,Odisha,IND.26_1,Odisha,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-26e28b87df,Kasganj,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-26ef931150,Moradabad,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-27304d20e2,Jajapur,Odisha,IND.26_1,Odisha,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2740412aea,West Nimar,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2748a8d703,Erode,Tamil Nadu,IND.31_1,Tamil Nadu,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-284c0ebd3d,Karbi Anglong,Assam,IND.4_1,Assam,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-28e6fa3e3e,Thiruvallur,Tamil Nadu,IND.31_1,Tamil Nadu,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-29198f2ff9,Ludhiana,Punjab,IND.28_1,Punjab,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2a0df23c72,Ghazipur,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2a3779706e,Garhwa,Jharkhand,IND.15_1,Jharkhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2aca7994b0,North Goa,Goa,IND.10_1,Goa,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2afdbd6602,Devbhumi Dwarka,Gujarat,IND.11_1,Gujarat,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2bfc145959,Jhunjhunun,Rajasthan,IND.29_1,Rajasthan,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2c2faf9c0e,Chhota Udaipur,Gujarat,IND.11_1,Gujarat,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2c82f9299c,Pithoragarh,Uttarakhand,IND.35_1,Uttarakhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2d14870589,Mandi,Himachal Pradesh,IND.13_1,Himachal Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2d32dfdb63,Nagaur,Rajasthan,IND.29_1,Rajasthan,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2dce0b28be,Vizianagaram,Andhra Pradesh,IND.2_1,Andhra Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2de1233267,Gaya,Bihar,IND.5_1,Bihar,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2e509fecb7,Barmer,Rajasthan,IND.29_1,Rajasthan,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2ebc4e3df0,Cuttack,Odisha,IND.26_1,Odisha,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2eeadd89e0,Giridih,Jharkhand,IND.15_1,Jharkhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2f8bc0c9f5,Ballia,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2fd2284c6e,South Goa,Goa,IND.10_1,Goa,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2fe838f623,Dewas,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-2fe9b2c364,Nadia,West Bengal,IND.36_1,West Bengal,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-3069813ec8,Katni,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-309dd34bbb,Baloda Bazar,Chhattisgarh,IND.7_1,Chattisgarh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-31420c482e,Bhiwani,Haryana,IND.12_1,Haryana,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-31f148d314,Shravasti,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-3215c41cc4,Sundargarh,Odisha,IND.26_1,Odisha,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-321785edc8,Jashpur,Chhattisgarh,IND.7_1,Chattisgarh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-3267804fb6,Banka,Bihar,IND.5_1,Bihar,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-327713e413,Baksa,Assam,IND.4_1,Assam,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-327dc17dab,Saiha,Mizoram,IND.23_1,Mizoram,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-336caaa92e,South Garo Hills,Meghalaya,IND.22_1,Meghalaya,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-33b5398153,Shamli,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-33de6be03c,Serchhip,Mizoram,IND.23_1,Mizoram,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-3482c185a3,Hailakandi,Assam,IND.4_1,Assam,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-34e9bbc23e,Parbhani,Maharashtra,IND.20_1,Maharashtra,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-3540a363af,Mirzapur,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-356aca5132,Godda,Jharkhand,IND.15_1,Jharkhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-35e97b7671,Una,Himachal Pradesh,IND.13_1,Himachal Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-35f95f7b12,Mainpuri,Uttar Pradesh,IND.34_1,Uttar Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-364fbe73dd,Pali,Rajasthan,IND.29_1,Rajasthan,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-36661072b0,Sagar,Madhya Pradesh,IND.19_1,Madhya Pradesh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-367cc94a45,Kaimur,Bihar,IND.5_1,Bihar,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-36ea1fe7bf,Dhenkanal,Odisha,IND.26_1,Odisha,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-3775866415,Jamtara,Jharkhand,IND.15_1,Jharkhand,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-3852ede0fb,Raipur,Chhattisgarh,IND.7_1,Chattisgarh,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-38d943566e,Ernakulam,Kerala,IND.17_1,Kerala,India,100.0,gid,False,accept: exact GADM GID_1 join
IND2-38e6dda0b0,Purba Champaran,Bihar,IND.5_1,Bihar,India,100.0,gid,False,accept: exact GADM GID_1 join
